"","CRPS Prior 1","CRPS Prior 2","Coverage Prior 1","Coverage Prior 2"
"1",0.232875056601735,0.233379886202903,1,1
"2",0.231900144128629,0.232245540843832,1,1
"3",0.233440414096534,0.23633569844808,1,1
"4",0.232710651660397,0.242625593678719,1,1
"5",0.232919438996244,0.226458126402654,1,1
"6",0.231832178068571,0.229915057872758,1,1
"7",0.232712600241099,0.228948079014048,1,1
"8",0.234565215180456,0.243380590811233,1,1
"9",0.233058471975406,0.27095960857721,1,0.966666666666667
"10",0.232753261866492,0.230428349898785,1,1
"11",0.232689350556764,0.231042616843226,1,1
"12",0.233394124463159,0.230689389746436,1,1
"13",0.232804156758412,0.228794716483356,1,1
"14",0.232306451520105,0.231052809084096,1,1
"15",0.234815480701502,0.2526745068269,1,1
"16",0.232251887587381,0.226463935726509,1,1
"17",0.232822526990036,0.228945423603045,1,1
"18",0.232802155658735,0.230270658355151,1,1
"19",0.232712165787515,0.226042959962144,1,1
"20",0.232329034245935,0.229349112179525,1,1
"21",0.233499883777208,0.254527959568032,1,1
"22",0.233086383281941,0.230066324391133,1,1
"23",0.232088359995311,0.22975786681626,1,1
"24",0.233363180423668,0.247054110769831,1,1
"25",0.231360631603789,0.234326928062453,1,1
"26",0.232973269984519,0.231396332175887,1,1
"27",0.232820631917294,0.228066181414448,1,1
"28",0.232608308794103,0.235061473987262,1,1
"29",0.232015878498845,0.228286133232339,1,1
"30",0.232648747081256,0.226292861030279,1,1
"31",0.23133199585437,0.228538620355652,1,1
"32",0.232805738878116,0.229120942593604,1,1
"33",0.233261549895613,0.228786310728574,1,1
"34",0.234381063121372,0.239032912053563,1,1
"35",0.232661539846317,0.232463597389449,1,1
"36",0.232971916190475,0.229297156173424,1,1
"37",0.233407150081689,0.241892142938415,1,1
"38",0.237819661765777,0.239358296796826,1,1
"39",0.232529981749977,0.229524799474474,1,1
"40",0.23277255249521,0.228393867055961,1,1
"41",0.233000667291045,0.231743914953649,1,1
"42",0.233987738053111,0.247560618399479,1,1
"43",0.232495118790058,0.228455920640696,1,1
"44",0.233039422924531,0.229585998581811,1,1
"45",0.232441740554564,0.227615805574213,1,1
"46",0.23243968643576,0.224526839846755,1,1
"47",0.233496209738669,0.22853669653496,1,1
"48",0.232833729243763,0.220053957919688,1,1
"49",0.232190087019821,0.22642244263744,1,1
"50",0.233276217311953,0.226319488142396,1,1
"51",0.232041822950346,0.230471654759563,1,1
"52",0.232137021638682,0.233999496364355,1,1
"53",0.230704052345031,0.227056047249835,1,1
"54",0.231314898707151,0.230932974533447,1,1
"55",0.232042117881292,0.227687528994309,1,1
"56",0.231954103549632,0.225003581735263,1,1
"57",0.23371562170333,0.230992505947962,1,1
"58",0.232467968918418,0.229010334588366,1,1
"59",0.233255319645279,0.238133433258595,1,1
"60",0.231708703197432,0.226986094331462,1,1
"61",0.232888403085573,0.231297811246046,1,1
"62",0.232818258920896,0.228993758061856,1,1
"63",0.231410092488596,0.22956254544865,1,1
"64",0.234541504731997,0.332819439611466,1,0.866666666666667
"65",0.233218926606184,0.232580847095296,1,1
"66",0.233371093261828,0.232815432209288,1,1
"67",0.231964508378875,0.228023121883462,1,1
"68",0.233697203086875,0.23291441022002,1,1
"69",0.231675263879511,0.226011018332599,1,1
"70",0.232865924408267,0.232442378816502,1,1
"71",0.232453142685412,0.214758120109105,1,1
"72",0.232151575035295,0.227357547216708,1,1
"73",0.232323455643018,0.22820935662692,1,1
"74",0.231891025952673,0.233381249148849,1,1
"75",0.232225723983877,0.241802332542469,1,1
"76",0.234245217561875,0.233080401496187,1,1
"77",0.232865295188477,0.227799611425629,1,1
"78",0.230769139029399,0.226223826675963,1,1
"79",0.232486393903316,0.224431653758128,1,1
"80",0.232811750903357,0.232267957706535,1,1
"81",0.233307352127883,0.232246349872925,1,1
"82",0.232080165471485,0.226649383954394,1,1
"83",0.232604790700112,0.226466522096026,1,1
"84",0.233546218941513,0.233639808267644,1,1
"85",0.232766490978039,0.229402977342364,1,1
"86",0.231957179446383,0.235305831710688,1,1
"87",0.23079078731008,0.225164999056795,1,1
"88",0.231734373718639,0.251434683327783,1,1
"89",0.232351436483479,0.229430714268391,1,1
"90",0.233444457878234,0.22654325790474,1,1
"91",0.232764063699106,0.231724315660597,1,1
"92",0.233093551504118,0.231150442664216,1,1
"93",0.232495634036564,0.224217438645754,1,1
"94",0.23240039854244,0.231117542578035,1,1
"95",0.233120418638,0.23300685002217,1,1
"96",0.233211123016772,0.23067866453191,1,1
"97",0.232262155974524,0.227133784399265,1,1
"98",0.233977840116708,0.234130585981143,1,1
"99",0.232632521854494,0.231266022177895,1,1
"100",0.231288692366378,0.227478399277738,1,1
